2024-06-28 14:07:28,414 INFO    StreamThr :28088 [internal.py:wandb_internal():85] W&B internal server running at pid: 28088, started at: 2024-06-28 14:07:28.413475
2024-06-28 14:07:28,451 DEBUG   HandlerThread:28088 [handler.py:handle_request():158] handle_request: status
2024-06-28 14:07:28,454 INFO    WriterThread:28088 [datastore.py:open_for_write():87] open: /home/brett/Desktop/tutorials/ijepa/ijepa/wandb/run-20240628_140728-zea2sy9o/run-zea2sy9o.wandb
2024-06-28 14:07:28,454 DEBUG   SenderThread:28088 [sender.py:send():379] send: header
2024-06-28 14:07:28,454 DEBUG   SenderThread:28088 [sender.py:send():379] send: run
2024-06-28 14:07:28,758 INFO    SenderThread:28088 [dir_watcher.py:__init__():211] watching files in: /home/brett/Desktop/tutorials/ijepa/ijepa/wandb/run-20240628_140728-zea2sy9o/files
2024-06-28 14:07:28,759 INFO    SenderThread:28088 [sender.py:_start_run_threads():1188] run started: zea2sy9o with start time 1719601648.413387
2024-06-28 14:07:28,785 DEBUG   HandlerThread:28088 [handler.py:handle_request():158] handle_request: check_version
2024-06-28 14:07:28,786 DEBUG   SenderThread:28088 [sender.py:send_request():406] send_request: check_version
2024-06-28 14:07:28,950 DEBUG   HandlerThread:28088 [handler.py:handle_request():158] handle_request: run_start
2024-06-28 14:07:29,003 DEBUG   HandlerThread:28088 [system_info.py:__init__():26] System info init
2024-06-28 14:07:29,003 DEBUG   HandlerThread:28088 [system_info.py:__init__():41] System info init done
2024-06-28 14:07:29,003 INFO    HandlerThread:28088 [system_monitor.py:start():194] Starting system monitor
2024-06-28 14:07:29,003 INFO    SystemMonitor:28088 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-28 14:07:29,004 INFO    HandlerThread:28088 [system_monitor.py:probe():214] Collecting system info
2024-06-28 14:07:29,005 INFO    SystemMonitor:28088 [interfaces.py:start():188] Started cpu monitoring
2024-06-28 14:07:29,007 INFO    SystemMonitor:28088 [interfaces.py:start():188] Started disk monitoring
2024-06-28 14:07:29,008 INFO    SystemMonitor:28088 [interfaces.py:start():188] Started gpu monitoring
2024-06-28 14:07:29,009 INFO    SystemMonitor:28088 [interfaces.py:start():188] Started memory monitoring
2024-06-28 14:07:29,010 INFO    SystemMonitor:28088 [interfaces.py:start():188] Started network monitoring
2024-06-28 14:07:29,032 DEBUG   HandlerThread:28088 [system_info.py:probe():152] Probing system
2024-06-28 14:07:29,039 DEBUG   HandlerThread:28088 [system_info.py:_probe_git():137] Probing git
2024-06-28 14:07:29,053 DEBUG   HandlerThread:28088 [system_info.py:_probe_git():145] Probing git done
2024-06-28 14:07:29,054 DEBUG   HandlerThread:28088 [system_info.py:probe():200] Probing system done
2024-06-28 14:07:29,054 DEBUG   HandlerThread:28088 [system_monitor.py:probe():223] {'os': 'Linux-5.15.0-113-generic-x86_64-with-glibc2.10', 'python': '3.8.5', 'heartbeatAt': '2024-06-28T19:07:29.032814', 'startedAt': '2024-06-28T19:07:28.388121', 'docker': None, 'cuda': None, 'args': ('--fname', 'configs/in1k_vith14_ep300.yaml', '--devices', 'cuda:0'), 'state': 'running', 'program': 'main_ijepa.py', 'codePathLocal': 'main_ijepa.py', 'codePath': 'main_ijepa.py', 'git': {'remote': 'https://github.com/facebookresearch/ijepa.git', 'commit': '52c1ae95d05f743e000e8f10a1f3a79b10cff048'}, 'email': 'bdytx5@mail.missouri.edu', 'root': '/home/brett/Desktop/tutorials/ijepa/ijepa', 'host': 'brett', 'username': 'brett', 'executable': '/home/brett/anaconda3/bin/python', 'cpu_count': 4, 'cpu_count_logical': 4, 'cpu_freq': {'current': 2991.378, 'min': 800.0, 'max': 3800.0}, 'cpu_freq_per_core': [{'current': 2407.522, 'min': 800.0, 'max': 3800.0}, {'current': 3400.0, 'min': 800.0, 'max': 3800.0}, {'current': 3400.0, 'min': 800.0, 'max': 3800.0}, {'current': 2757.99, 'min': 800.0, 'max': 3800.0}], 'disk': {'/': {'total': 456.8854446411133, 'used': 401.76330947875977}}, 'gpu': 'NVIDIA GeForce GTX 1080 Ti', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce GTX 1080 Ti', 'memory_total': 11811160064}], 'memory': {'total': 31.283321380615234}}
2024-06-28 14:07:29,054 INFO    HandlerThread:28088 [system_monitor.py:probe():224] Finished collecting system info
2024-06-28 14:07:29,054 INFO    HandlerThread:28088 [system_monitor.py:probe():227] Publishing system info
2024-06-28 14:07:29,054 DEBUG   HandlerThread:28088 [system_info.py:_save_conda():209] Saving list of conda packages installed into the current environment
2024-06-28 14:07:29,760 INFO    Thread-12 :28088 [dir_watcher.py:_on_file_created():271] file/dir created: /home/brett/Desktop/tutorials/ijepa/ijepa/wandb/run-20240628_140728-zea2sy9o/files/conda-environment.yaml
2024-06-28 14:07:42,350 DEBUG   HandlerThread:28088 [system_info.py:_save_conda():224] Saving conda packages done
2024-06-28 14:07:42,351 INFO    HandlerThread:28088 [system_monitor.py:probe():229] Finished publishing system info
2024-06-28 14:07:42,356 DEBUG   HandlerThread:28088 [handler.py:handle_request():158] handle_request: status_report
2024-06-28 14:07:42,356 DEBUG   HandlerThread:28088 [handler.py:handle_request():158] handle_request: keepalive
2024-06-28 14:07:42,356 DEBUG   HandlerThread:28088 [handler.py:handle_request():158] handle_request: status_report
2024-06-28 14:07:42,356 DEBUG   HandlerThread:28088 [handler.py:handle_request():158] handle_request: keepalive
2024-06-28 14:07:42,357 DEBUG   SenderThread:28088 [sender.py:send():379] send: files
2024-06-28 14:07:42,357 INFO    SenderThread:28088 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2024-06-28 14:07:42,636 INFO    wandb-upload_0:28088 [upload_job.py:push():130] Uploaded file /tmp/tmphtr4v30jwandb/aj723w4a-wandb-metadata.json
2024-06-28 14:07:42,742 DEBUG   HandlerThread:28088 [handler.py:handle_request():158] handle_request: python_packages
2024-06-28 14:07:42,742 DEBUG   SenderThread:28088 [sender.py:send_request():406] send_request: python_packages
2024-06-28 14:07:42,744 DEBUG   SenderThread:28088 [sender.py:send():379] send: telemetry
2024-06-28 14:07:42,745 DEBUG   HandlerThread:28088 [handler.py:handle_request():158] handle_request: stop_status
2024-06-28 14:07:42,745 DEBUG   SenderThread:28088 [sender.py:send_request():406] send_request: stop_status
2024-06-28 14:07:42,747 DEBUG   HandlerThread:28088 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-28 14:07:42,761 INFO    Thread-12 :28088 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/brett/Desktop/tutorials/ijepa/ijepa/wandb/run-20240628_140728-zea2sy9o/files/conda-environment.yaml
2024-06-28 14:07:42,761 INFO    Thread-12 :28088 [dir_watcher.py:_on_file_created():271] file/dir created: /home/brett/Desktop/tutorials/ijepa/ijepa/wandb/run-20240628_140728-zea2sy9o/files/wandb-metadata.json
2024-06-28 14:07:42,761 INFO    Thread-12 :28088 [dir_watcher.py:_on_file_created():271] file/dir created: /home/brett/Desktop/tutorials/ijepa/ijepa/wandb/run-20240628_140728-zea2sy9o/files/requirements.txt
2024-06-28 14:07:42,905 DEBUG   SenderThread:28088 [sender.py:send():379] send: exit
2024-06-28 14:07:42,905 INFO    SenderThread:28088 [sender.py:send_exit():586] handling exit code: 0
2024-06-28 14:07:42,905 INFO    SenderThread:28088 [sender.py:send_exit():588] handling runtime: 13
2024-06-28 14:07:42,906 INFO    SenderThread:28088 [sender.py:_save_file():1454] saving file wandb-summary.json with policy end
2024-06-28 14:07:42,906 INFO    SenderThread:28088 [sender.py:send_exit():594] send defer
2024-06-28 14:07:42,907 DEBUG   HandlerThread:28088 [handler.py:handle_request():158] handle_request: defer
2024-06-28 14:07:42,907 INFO    HandlerThread:28088 [handler.py:handle_request_defer():184] handle defer: 0
2024-06-28 14:07:42,907 DEBUG   SenderThread:28088 [sender.py:send_request():406] send_request: defer
2024-06-28 14:07:42,907 INFO    SenderThread:28088 [sender.py:send_request_defer():610] handle sender defer: 0
2024-06-28 14:07:42,907 INFO    SenderThread:28088 [sender.py:transition_state():614] send defer: 1
2024-06-28 14:07:42,907 DEBUG   HandlerThread:28088 [handler.py:handle_request():158] handle_request: defer
2024-06-28 14:07:42,907 INFO    HandlerThread:28088 [handler.py:handle_request_defer():184] handle defer: 1
2024-06-28 14:07:42,908 DEBUG   SenderThread:28088 [sender.py:send_request():406] send_request: defer
2024-06-28 14:07:42,908 INFO    SenderThread:28088 [sender.py:send_request_defer():610] handle sender defer: 1
2024-06-28 14:07:42,908 INFO    SenderThread:28088 [sender.py:transition_state():614] send defer: 2
2024-06-28 14:07:42,908 DEBUG   HandlerThread:28088 [handler.py:handle_request():158] handle_request: defer
2024-06-28 14:07:42,908 INFO    HandlerThread:28088 [handler.py:handle_request_defer():184] handle defer: 2
2024-06-28 14:07:42,908 INFO    HandlerThread:28088 [system_monitor.py:finish():203] Stopping system monitor
2024-06-28 14:07:42,908 INFO    HandlerThread:28088 [interfaces.py:finish():200] Joined cpu monitor
2024-06-28 14:07:42,908 INFO    HandlerThread:28088 [interfaces.py:finish():200] Joined disk monitor
2024-06-28 14:07:42,909 DEBUG   SystemMonitor:28088 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-06-28 14:07:42,909 DEBUG   SystemMonitor:28088 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-06-28 14:07:42,909 DEBUG   SystemMonitor:28088 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-06-28 14:07:42,948 INFO    HandlerThread:28088 [interfaces.py:finish():200] Joined gpu monitor
2024-06-28 14:07:42,949 INFO    HandlerThread:28088 [interfaces.py:finish():200] Joined memory monitor
2024-06-28 14:07:42,949 INFO    HandlerThread:28088 [interfaces.py:finish():200] Joined network monitor
2024-06-28 14:07:42,949 DEBUG   SenderThread:28088 [sender.py:send_request():406] send_request: defer
2024-06-28 14:07:42,949 INFO    SenderThread:28088 [sender.py:send_request_defer():610] handle sender defer: 2
2024-06-28 14:07:42,949 INFO    SenderThread:28088 [sender.py:transition_state():614] send defer: 3
2024-06-28 14:07:42,950 DEBUG   SenderThread:28088 [sender.py:send():379] send: stats
2024-06-28 14:07:42,950 DEBUG   HandlerThread:28088 [handler.py:handle_request():158] handle_request: defer
2024-06-28 14:07:42,950 INFO    HandlerThread:28088 [handler.py:handle_request_defer():184] handle defer: 3
2024-06-28 14:07:42,950 DEBUG   SenderThread:28088 [sender.py:send_request():406] send_request: defer
2024-06-28 14:07:42,950 INFO    SenderThread:28088 [sender.py:send_request_defer():610] handle sender defer: 3
2024-06-28 14:07:42,950 INFO    SenderThread:28088 [sender.py:transition_state():614] send defer: 4
2024-06-28 14:07:42,951 DEBUG   HandlerThread:28088 [handler.py:handle_request():158] handle_request: defer
2024-06-28 14:07:42,951 INFO    HandlerThread:28088 [handler.py:handle_request_defer():184] handle defer: 4
2024-06-28 14:07:42,951 DEBUG   SenderThread:28088 [sender.py:send_request():406] send_request: defer
2024-06-28 14:07:42,951 INFO    SenderThread:28088 [sender.py:send_request_defer():610] handle sender defer: 4
2024-06-28 14:07:42,951 INFO    SenderThread:28088 [sender.py:transition_state():614] send defer: 5
2024-06-28 14:07:42,951 DEBUG   HandlerThread:28088 [handler.py:handle_request():158] handle_request: defer
2024-06-28 14:07:42,951 INFO    HandlerThread:28088 [handler.py:handle_request_defer():184] handle defer: 5
2024-06-28 14:07:42,951 DEBUG   SenderThread:28088 [sender.py:send():379] send: summary
2024-06-28 14:07:42,952 INFO    SenderThread:28088 [sender.py:_save_file():1454] saving file wandb-summary.json with policy end
2024-06-28 14:07:42,952 DEBUG   SenderThread:28088 [sender.py:send_request():406] send_request: defer
2024-06-28 14:07:42,952 INFO    SenderThread:28088 [sender.py:send_request_defer():610] handle sender defer: 5
2024-06-28 14:07:42,952 INFO    SenderThread:28088 [sender.py:transition_state():614] send defer: 6
2024-06-28 14:07:42,952 DEBUG   HandlerThread:28088 [handler.py:handle_request():158] handle_request: defer
2024-06-28 14:07:42,952 INFO    HandlerThread:28088 [handler.py:handle_request_defer():184] handle defer: 6
2024-06-28 14:07:42,952 DEBUG   SenderThread:28088 [sender.py:send_request():406] send_request: defer
2024-06-28 14:07:42,952 INFO    SenderThread:28088 [sender.py:send_request_defer():610] handle sender defer: 6
2024-06-28 14:07:42,956 DEBUG   HandlerThread:28088 [handler.py:handle_request():158] handle_request: status_report
2024-06-28 14:07:43,027 INFO    SenderThread:28088 [sender.py:transition_state():614] send defer: 7
2024-06-28 14:07:43,027 DEBUG   HandlerThread:28088 [handler.py:handle_request():158] handle_request: defer
2024-06-28 14:07:43,027 INFO    HandlerThread:28088 [handler.py:handle_request_defer():184] handle defer: 7
